n_profile Patient_ID Time E2F Hypoxia p53_PTEN IKK VEGF GSK_3_APC_AXIN Bcl_XL PIP3 PI3K Nutrients TH
1735 MB-2749 19.98 0.004 0.495 0.858 0.158 0.703212 0.995 0.052 0.144 1 0.493 0.0063
1736 MB-6184 19.99 0.435 0.495 0 0.868 0.709 0.491 1 1 1 0.493 0.0013
1737 MB-5281 19.98 0.25 0.495 0.827 0.484058 0.761 0.803536 0.551 0.172 1 0.493 0.0598
1738 MB-0305 19.98 0.003 0.495 0.905 0.233 0.619 0.975 0.088 0.092 1 0.493 0.0039
1739 MB-5288 19.98 0.496 0.495 0 0.961 0.591293 0 1 1 1 0.493 0.001
1740 MB-6302 19.98 0.231 0.495 0.707 0.213 0.674 0.756 0.202 0.219 0.362 0.493 0.0451
1741 MB-0324 19.98 0.002 0.495 0.879 0.078289 0.84 0.985 0.208 0.084 0.703 0.493 0.0128
1742 MB-0233 19.98 0.114 0.495 0 0.887611 0.644 0.471159 0.934 0.87 0.85 0.493 0.0016
1743 MB-7046 19.98 0.018 0.495 0.599322 0.235 0.535 0.976 0.407 0.412 1 0.493 0.014
1744 MB-7055 19.99 0.724 0.495 0 0.986 0.602 0.02 0.999 0.971 0.967 0.493 0.0055
1745 MB-7275 19.98 0 0.495 0 0.887 0.828 0.939 0.999 1 1 0.493 0
1746 MB-5143 19.98 0.091 0.495 0.613 0.387 0.333 0.937 0.342 0.387 1 0.493 0.0181
1747 MB-5004 19.99 0.949 0.495 0 0.957 0.583 0.527882 0.754 1 0.718 0.493 0.0088
1748 MB-5054 19.98 0.195 0.495 0 0.931 0.715 0.896 0.996 1 1 0.493 8e-04
1749 MB-7151 19.99 0.115 0.495 0 0.962 0.756 0.458232 0.286 0.98 0.952 0.493 0.0165
1750 MB-7201 19.99 0.726 0.495 0 0.952 0.503 0.109903 0.974 0.879 0.885787 0.493 0.0039
1751 MB-3842 19.98 0.123 0.495 0.317 0.662 0.917095 0.694 0.632 0.652 0.929 0.493 0.016
1752 MB-3275 19.98 0.01 0.495 0.912 0.18 0.759 1 0.026 0.078 0.848 0.493 0.0177
1753 MB-3007 19.98 0.012 0.495 0.877 0.164 0.553 0.833865 0.096 0.122 1 0.493 0.0035
1754 MB-3388 19.99 0.089 0.495 0 0.842 0.832 0.935 0.982 1 1 0.493 0.0022
1755 MB-6048 19.98 0.259845 0.495 0 0.688 0.689 0.369 0.996 0.688 0.669501 0.493 0.0128
1756 MB-0558 19.99 0.663 0.495 1 0.245 0.807 0.973 0 0 0.563845 0.493 0.0381
1757 MB-0353 19.98 0.428 0.495 0 0.847 0.561 0.708 0.865 1 1 0.493 0.0039
1758 MB-0358 19.98 0.195 0.495 0 0.953 0.645 0.853 1 1 1 0.493 0
1759 MB-0532 19.98 0.21 0.495 0.647 0.151 0.374752 0.956 0.129 0.36 1 0.493 0.0165
1760 MB-0083 19.98 0 0.495 0.881 0.134 0.55 0.999 0.097 0.116 1 0.493 0.0054
1761 MB-5397 19.98 0.014 0.495 0 0.983 0.552 0.716 0.985 1 1 0.493 0
1762 MB-2752 19.98 0.054 0.495 0.664 0.42 0.559 0.842 0.113 0.231 0.529 0.493 0.0094
1763 MB-5271 19.98 0.332 0.495 0 0.558 0.736 0.222 0.981 0.416 0.419 0.493 0.0063
1764 MB-0247 19.98 0.002 0.495 0.882739 0.263 0.668 0.991 0.049 0.114 1 0.493 0.0105
1765 MB-5226 19.98 0.096921 0.495 0.859 0.188 0.403854 0.945 0.206 0.107 0.709 0.493 0.0659
1766 MB-0578 19.98 0.003 0.495 0.428 0.597 0.685 0.94 0.286 0.579 1 0.493 0.0474
1767 MB-3502 19.99 0.099 0.495 0 0.72526 0.559 0.308 0.823 0.859 0.841 0.493 0.0325
1768 MB-7018 19.98 0.007 0.495 0.734 0.194 0.74 0.988 0.178 0.267 1 0.493 0.0049
1769 MB-5053 19.98 0.09 0.495 0.664 0.354 0.444 0.358 0.332 0.334 1 0.493 0.0124
1770 MB-2610 19.98 0 0.495 0.717 0.169 0.528 0.995 0.133952 0.297 1 0.493 0.0119
1771 MB-5386 19.98 0.116 0.495 0.745 0.159 0.261 0.572 0.201 0.265 1 0.493 0.0262
1772 MB-6254 19.98 0.012 0.495 0.568 0.235037 0.545 0.889 0.144 0.254 0.53 0.493 0.0058
1773 MB-3235 19.99 0.183 0.495 0 0.786 0.799 0.117 0.848 0.858 0.851 0.493 0.0097
1774 MB-7171 19.99 0.047 0.495 0.842 0.162 0.722 0.362 0.39 0.11 0.615 0.493 0.0331
1775 MB-6183 19.98 0.035704 0.495 0.848 0.182 0.753 0.441 0.091 0.099 0.683 0.493 0.0328
1776 MB-4792 19.99 0.658 0.495 0 0.888 0.814 0.224 0.998 0.919 0.75 0.493 0.0068
1777 MB-0637 19.99 0.161386 0.495 0 0.58 0.782 0.605 0.311 0.873 0.575 0.493 0.0297
1778 MB-4011 19.98 0.052 0.495 0 0.818 0.62 0.894 0.951 0.647 0.637 0.493 0.0073
1779 MB-0632 19.98 0.013 0.495 0.748 0.477 0.613144 0.954 0.176132 0.261 1 0.493 0.0223
1780 MB-7249 19.98 0.303 0.495 0.611 0.253 0.547894 0.595 0.533 0.257 0.60478 0.493 0.0635
1781 MB-4934 19.99 0.386471 0.495 0.621 0.467248 0.413 0.352 0.43 0.273 0.675 0.493 0.027
1782 MB-4120 19.98 0.072 0.495 0 0.441 0.192 0.579 0.125309 1 0.888 0.493 0.0366
1783 MB-4622 19.99 0.500139 0.495 0 0.979 0.629 0.598 0.371 0.962075 0.964 0.493 0.0772
1784 MB-2735 19.98 0.244 0.495 0.849 0.373961 0.794 0.867 0.115 0.144 1 0.493 0.012
1785 MB-4343 19.99 0.906 0.495 0 0.997 0.387 0.277305 1 1 1 0.493 0.001
1786 MB-7011 19.99 0.004 0.495 0.993 0.064 0.451339 0.094 0 0.006 0.621 0.493 0.0045
1787 MB-4665 19.99 0.174 0.495 0.427218 0.501 0.281 0.141018 0.573 0.418 0.703 0.493 0.0185
1788 MB-5562 19.98 0.002 0.495 0.822 0.16236 0.451 0.99 0.06 0.091 0.468 0.493 0.0125
1789 MB-5347 19.99 0.446 0.495 0.399421 0.841 0.675 0.819598 0.527 0.46 0.715 0.493 0.0444
1790 MB-4004 19.98 0.003 0.495 0.771437 0.130136 0.167 0.532 0.18 0.195 0.797 0.493 0.0287
1791 MB-4886 19.98 0.614 0.495 0 0.886 0.781 0.7132 1 0.484 0.482 0.493 0.0099
1792 MB-6017 19.98 0.073 0.495 0.641 0.367 0.551 0.427 0.339 0.364 1 0.493 0.0071
1793 MB-3357 19.99 0.410342 0.495 0 0.776 0.682 0.867 0.888 0.594 0.58 0.493 0.0092
1794 MB-4935 19.99 0.916 0.495 0.887 0.745 0.556188 0.571 0.457 0.092 0.631 0.493 0.0709
1795 MB-5495 19.98 0.016 0.495 0.776 0.422 0.573 0.873 0.225 0.214 1 0.493 0.0105
1796 MB-7186 19.98 0.668 0.495 0.4 0.62204 0.42 0.178 0.587 0.547 0.58 0.493 0.0441
1797 MB-0541 19.98 0.094 0.495 0.554 0.355 0.613 0.736549 0.321 0.365 0.667 0.493 0.0331
1798 MB-4593 19.98 0.252 0.495 0.537 0.544 0.472 0.681 0.464 0.291106 0.548 0.493 0.0426
1799 MB-0303 19.99 0.202 0.495 0.319 0.115 0.903 0.997 0.002 0.692 1 0.493 0.0066
1800 MB-3978 19.99 0.27 0.495 0 0.823902 0.514 0.978 1 0.914162 0.907 0.493 0.0122
1801 MB-0480 19.98 0.007 0.495 0 0.666 0.634895 0.888 0.987 1 1 0.493 0.0012
1802 MB-4686 19.98 0.066 0.495 0.759 0.415 0.623029 0.842 0.228 0.217 0.759 0.493 0.0058
1803 MB-3824 19.98 0.284 0.495 0 0.688 0.793 0.382 1 1 1 0.493 0.004
1804 MB-4230 19.98 0.570808 0.495 0.736 0.434 0.237 0.737 0.439 0.265 1 0.493 0.0256
1805 MB-5638 19.99 0.196829 0.495 0.254 0.501 0.421 0.327 0.875 0.709 0.577 0.493 0.0378
1806 MB-0600 19.99 0.006 0.495 0.616 0.294 0.159 0.913 0.548 0.336 0.544 0.493 0.0444
1807 MB-2990 19.98 0.11 0.495 0.798 0.287 0.504 0.936025 0.144 0.2 1 0.493 0.0073
1808 MB-4643 19.98 0.195 0.495 0 0.865 0.693 0.944 1 0.69 0.684819 0.493 0.0082
1809 MB-4715 19.99 0.691 0.495 0 0.997 0.588 0.658 0.529 1 1 0.493 0.0366
1810 MB-6228 19.98 0.079 0.495 0 0.981 0.63 0.4053 0.998 0.965 0.957 0.493 0.0033
1811 MB-0180 19.98 0.429 0.495 0.443 0.185 0.5 0.992 0.086 0.568 1 0.493 0.0038
1812 MB-4145 19.98 0.559 0.495 0 1 0.363 0.806 1 1 1 0.493 0.002
1813 MB-0154 19.98 0.017 0.495 0.733 0.268 0.771 0.906 0.24 0.229857 0.774 0.493 0.0136
1814 MB-4749 19.98 0.002 0.495 0.516184 0.553 0.270633 0.834 0.503 0.491 1 0.493 0.0378
1815 MB-0010 19.98 0.087 0.495 0 0.825 0.63 0.978 0.965 1 1 0.493 8e-04
1816 MB-2645 19.99 0.434 0.495 0 0.522 0.838 0.714 0.969 0.584 0.534 0.493 0.0089
1817 MB-2632 19.99 0.718 0.495 0 0.679 0.782 0.689 0.984 0.682 0.589 0.493 0.0061
1818 MB-0199 19.98 0.011 0.495 0.160503 0.708 0.407074 0.811 0.571 0.741 0.45705 0.493 0.0276
1819 MB-6239 19.98 0.016 0.495 0.817 0.26 0.584 0.963 0.135 0.112 0.487 0.493 0.0036
1820 MB-4651 19.99 0.283 0.495 0 0.83 0.599 0.72 0.937 0.616 0.601 0.493 0.0097
1821 MB-4234 19.99 0.744793 0.495 0.784 0.076 0.291737 0.994 0.175997 0.012 0.001 0.493 0.0087
1822 MB-5185 19.99 0.496 0.495 0.332 0.797 0.312 0.721 0.699 0.673 1 0.493 0.0128
1823 MB-0122 19.98 0 0.495 0.642 0.319 0.751 0.976 0.219 0.36 1 0.493 0.0113
1824 MB-6125 19.98 0.006 0.495 0.51 0.33 0.594 0.98 0.391 0.305 0.563 0.493 0.0245
1825 MB-5072 19.98 0.083 0.495 0 0.945 0.94652 0.796 1 1 1 0.493 0
1826 MB-6306 19.98 0.019 0.495 0.105 0.473 0.753 0.941 0.845 0.875 0.566 0.493 0.017
1827 MB-6019 19.98 0.574994 0.495 0 0.939 0.482 0.204 1 1 1 0.493 0.001
1828 MB-3292 19.98 0.369 0.495 0 0.58 0.774 0.567 0.978 0.652609 0.571 0.493 0.0099
1829 MB-3462 19.98 0.014 0.495 0.767 0.733 0.73182 0.831 0.077 0.214 0.913 0.493 0.0279
1830 MB-5259 19.99 0.574 0.495 0 0.94 0.823 0.144 0.999 1 1 0.493 0.0015
1831 MB-5332 19.99 0.429 0.495 0 0.977 0.538 0.005 1 1 1 0.493 0.0019
1832 MB-7037 19.98 0.025 0.495 0.427949 0.341 0.419 0.422 0.502 0.282074 0.456 0.493 0.0198
1833 MB-6062 19.99 0.552 0.495 0 0.657 0.691948 0.428 0.551 0.826 0.813 0.493 0.05
1834 MB-7140 19.99 0.018 0.495 0.937 0.049 0.397 0.515536 0.038 0.034 0.517 0.493 0.0036
1835 MB-5434 19.99 0.085 0.495 0.489156 0.502416 0.457 0.668 0.438 0.505 0.961 0.493 0.0322
1836 MB-7074 19.98 0.019 0.495 0.66 0.347 0.712 0.957 0.247 0.225 0.562 0.493 0.0221
1837 MB-7082 19.99 0.277 0.495 0 0.683 0.575 0.255 0.983 0.513 0.513 0.493 8e-04
1838 MB-0322 19.99 0.015 0.495 0.55 0.177 0.226 0.972 0.666 0.469104 1 0.493 0.016
1839 MB-0320 19.98 0.065 0.495 0.61 0.453 0.567 0.805 0.211 0.395 1 0.493 0.0105
1840 MB-5572 19.99 0.09 0.495 0.975 0.419 0.617 0.761 0.019 0.026 0.976 0.493 0.0123
1841 MB-5191 19.98 0.048 0.495 0.744 0.532 0.577 0 0.315 0.102 0.355 0.493 0.0327
1842 MB-0577 19.99 0.007 0.495 0.821 0.38 0.558182 0.967 0.232 0.119 0.562 0.493 0.0066
1843 MB-2927 19.98 0.034 0.495 0.79 0.171 0.464 0.829 0.081 0.213 1 0.493 0.0069
1844 MB-5327 19.99 0.607 0.495 0 0.898 0.921 0.812 0.999 0.82 0.804 0.493 0.0202
1845 MB-5013 19.98 0.047 0.495 0.394 0.538 0.412533 0.873 0.176 0.615 1 0.493 0.0077
1846 MB-0426 19.98 0.001 0.495 0.908 0.275 0.809 0.994 0.062 0.063081 0.46828 0.493 0.0065
1847 MB-6024 19.98 0.065 0.495 0.802 0.605 0.708 0.464 0.133 0.157 0.68701 0.493 0.0139
1848 MB-4911 19.99 0.518 0.495 0 0.987 0.630296 0.781 1 0.996 0.97 0.493 0.0019
1849 MB-2834 19.98 0.454 0.495 0 0.964 0.649666 0.835 0.817 0.978 0.975684 0.493 0.0685
1850 MB-4987 19.98 0.002 0.495 0.617 0.372 0.53 0.817 0.104 0.266 0.547518 0.493 0.0061
1851 MB-6036 19.98 0.013 0.495 0 0.973 0.847636 0.407 0.84 1 1 0.493 0.0066
1852 MB-7005 19.98 0.006 0.495 0.483 0.472 0.733 0.823 0.342 0.531 1 0.493 0.0116
1853 MB-3497 19.99 0.011 0.495 0.525 0.399 0.621 0.957 0.513755 0.471 0.96 0.493 0.0271
1854 MB-6207 19.98 0.041 0.495 0.439 0.621 0.464 0 0.517 0.571 1 0.493 0.0217
1855 MB-3487 19.98 0.205 0.495 0.816 0.269 0.815 0.912 0.148 0.117 0.553 0.493 0.024
1856 MB-0005 19.98 0.001 0.495 0.986 0.295 0.889 0.999 0.004 0.012 1 0.493 0.0014
1857 MB-0243 19.98 0.002 0.495 0.876 0.558 0.696 0.343 0.03 0.06 0.456 0.493 0.0194
1858 MB-4390 19.98 0.017 0.495 0.736 0.248 0.19 0.477 0.207 0.263 1 0.493 0.0076
1859 MB-7228 19.98 0.074 0.495 0.858 0.295 0.566 0.985 0.131 0.139 1 0.493 0.002
1860 MB-2763 19.98 0.015 0.495 0.599 0.328 0.771 0.888346 0.39 0.4 1 0.493 0.0051
1861 MB-5331 19.98 0.367351 0.495 0.674359 0.444 0.650001 0.876 0.434 0.154 0.347 0.493 0.0713
1862 MB-0328 19.99 0.093 0.495 0.215 0.474 0.419053 0.351 0.209 0.777 0.646 0.493 0.0176
1863 MB-7083 19.98 0.018 0.495 0 0.532 0.618 0.807 0.737 0.523 0.51 0.493 0.0079
1864 MB-6245 19.99 0.808 0.495 0.928 0.856 0.511 0.115 0.055481 0.047 0.678032 0.493 0.0171
1865 MB-0195 19.99 0.651 0.495 0.672 0.293 0.63918 0.85 0.606305 0.247 0.545 0.493 0.0333
